title,description,category,category_label,priority
Đề xuất thêm thông báo qua email lần 5,Sinh viên nên nhận email khi lịch thi thay đổi. Em đã thử lại nhiều lần nhưng chưa được. Tình trạng này ảnh hưởng đến việc học của lớp em.,feedback,Góp ý dịch vụ,medium
Góp ý quy trình hỗ trợ lần 5,Mong bộ phận hỗ trợ phản hồi tiến độ xử lý rõ ràng hơn. Nếu cần thêm thông tin em có thể bổ sung. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,feedback,Góp ý dịch vụ,high
Góp ý giao diện cổng sinh viên lần 6,"Em thấy mục lịch học hơi khó tìm, nên có thanh tìm kiếm rõ hơn. Tình trạng này ảnh hưởng đến việc học.",feedback,Góp ý dịch vụ,low
Đề xuất thêm thông báo qua email lần 6,Sinh viên nên nhận email khi lịch thi thay đổi. Em cần xử lý trong tuần này. Tình trạng này ảnh hưởng đến việc học của lớp em.,feedback,Góp ý dịch vụ,medium
Góp ý quy trình hỗ trợ lần 6,Mong bộ phận hỗ trợ phản hồi tiến độ xử lý rõ ràng hơn. Nhờ phòng ban kiểm tra giúp em. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,feedback,Góp ý dịch vụ,high
Góp ý giao diện cổng sinh viên lần 7,"Em thấy mục lịch học hơi khó tìm, nên có thanh tìm kiếm rõ hơn. Hiện tại em vẫn chưa thể sử dụng bình thường.",feedback,Góp ý dịch vụ,low
Đề xuất thêm thông báo qua email lần 7,Sinh viên nên nhận email khi lịch thi thay đổi. Cảm ơn bộ phận hỗ trợ. Tình trạng này ảnh hưởng đến việc học của lớp em.,feedback,Góp ý dịch vụ,medium
Góp ý quy trình hỗ trợ lần 7,Mong bộ phận hỗ trợ phản hồi tiến độ xử lý rõ ràng hơn. Mong được hỗ trợ sớm. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,feedback,Góp ý dịch vụ,high
Góp ý giao diện cổng sinh viên lần 8,"Em thấy mục lịch học hơi khó tìm, nên có thanh tìm kiếm rõ hơn. Vấn đề xảy ra từ hôm qua.",feedback,Góp ý dịch vụ,low
Đề xuất thêm thông báo qua email lần 8,Sinh viên nên nhận email khi lịch thi thay đổi. Nhiều bạn trong lớp cũng gặp tình trạng tương tự. Tình trạng này ảnh hưởng đến việc học của lớp em.,feedback,Góp ý dịch vụ,medium
Góp ý quy trình hỗ trợ lần 8,Mong bộ phận hỗ trợ phản hồi tiến độ xử lý rõ ràng hơn. Em đã thử lại nhiều lần nhưng chưa được. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,feedback,Góp ý dịch vụ,high
Góp ý giao diện cổng sinh viên lần 9,"Em thấy mục lịch học hơi khó tìm, nên có thanh tìm kiếm rõ hơn. Nếu cần thêm thông tin em có thể bổ sung.",feedback,Góp ý dịch vụ,low
Đề xuất thêm thông báo qua email lần 9,Sinh viên nên nhận email khi lịch thi thay đổi. Tình trạng này ảnh hưởng đến việc học. Tình trạng này ảnh hưởng đến việc học của lớp em.,feedback,Góp ý dịch vụ,medium
Góp ý quy trình hỗ trợ lần 9,Mong bộ phận hỗ trợ phản hồi tiến độ xử lý rõ ràng hơn. Em cần xử lý trong tuần này. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,feedback,Góp ý dịch vụ,high
Góp ý giao diện cổng sinh viên lần 10,"Em thấy mục lịch học hơi khó tìm, nên có thanh tìm kiếm rõ hơn. Nhờ phòng ban kiểm tra giúp em.",feedback,Góp ý dịch vụ,low
Đề xuất thêm thông báo qua email lần 10,Sinh viên nên nhận email khi lịch thi thay đổi. Hiện tại em vẫn chưa thể sử dụng bình thường. Tình trạng này ảnh hưởng đến việc học của lớp em.,feedback,Góp ý dịch vụ,medium
Góp ý quy trình hỗ trợ lần 10,Mong bộ phận hỗ trợ phản hồi tiến độ xử lý rõ ràng hơn. Cảm ơn bộ phận hỗ trợ. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,feedback,Góp ý dịch vụ,high
Cần tư vấn thông tin chung,Em chưa biết phản ánh này nên gửi cho phòng ban nào. Mong được hỗ trợ sớm.,other,Khác,low
Hỏi về hoạt động sinh viên,Em muốn hỏi thêm thông tin về hoạt động ngoại khóa. Vấn đề xảy ra từ hôm qua. Tình trạng này ảnh hưởng đến việc học của lớp em.,other,Khác,medium
Yêu cầu hỗ trợ khác,Em cần nhà trường hỗ trợ một vấn đề chưa có trong danh mục. Nhiều bạn trong lớp cũng gặp tình trạng tương tự. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,other,Khác,high
Cần tư vấn thông tin chung lần 2,Em chưa biết phản ánh này nên gửi cho phòng ban nào. Em đã thử lại nhiều lần nhưng chưa được.,other,Khác,low
Hỏi về hoạt động sinh viên lần 2,Em muốn hỏi thêm thông tin về hoạt động ngoại khóa. Nếu cần thêm thông tin em có thể bổ sung. Tình trạng này ảnh hưởng đến việc học của lớp em.,other,Khác,medium
Yêu cầu hỗ trợ khác lần 2,Em cần nhà trường hỗ trợ một vấn đề chưa có trong danh mục. Tình trạng này ảnh hưởng đến việc học. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,other,Khác,high
Cần tư vấn thông tin chung lần 3,Em chưa biết phản ánh này nên gửi cho phòng ban nào. Em cần xử lý trong tuần này.,other,Khác,low
Hỏi về hoạt động sinh viên lần 3,Em muốn hỏi thêm thông tin về hoạt động ngoại khóa. Nhờ phòng ban kiểm tra giúp em. Tình trạng này ảnh hưởng đến việc học của lớp em.,other,Khác,medium
Yêu cầu hỗ trợ khác lần 3,Em cần nhà trường hỗ trợ một vấn đề chưa có trong danh mục. Hiện tại em vẫn chưa thể sử dụng bình thường. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,other,Khác,high
Cần tư vấn thông tin chung lần 4,Em chưa biết phản ánh này nên gửi cho phòng ban nào. Cảm ơn bộ phận hỗ trợ.,other,Khác,low
Hỏi về hoạt động sinh viên lần 4,Em muốn hỏi thêm thông tin về hoạt động ngoại khóa. Mong được hỗ trợ sớm. Tình trạng này ảnh hưởng đến việc học của lớp em.,other,Khác,medium
Yêu cầu hỗ trợ khác lần 4,Em cần nhà trường hỗ trợ một vấn đề chưa có trong danh mục. Vấn đề xảy ra từ hôm qua. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,other,Khác,high
Cần tư vấn thông tin chung lần 5,Em chưa biết phản ánh này nên gửi cho phòng ban nào. Nhiều bạn trong lớp cũng gặp tình trạng tương tự.,other,Khác,low
Hỏi về hoạt động sinh viên lần 5,Em muốn hỏi thêm thông tin về hoạt động ngoại khóa. Em đã thử lại nhiều lần nhưng chưa được. Tình trạng này ảnh hưởng đến việc học của lớp em.,other,Khác,medium
Yêu cầu hỗ trợ khác lần 5,Em cần nhà trường hỗ trợ một vấn đề chưa có trong danh mục. Nếu cần thêm thông tin em có thể bổ sung. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,other,Khác,high
Cần tư vấn thông tin chung lần 6,Em chưa biết phản ánh này nên gửi cho phòng ban nào. Tình trạng này ảnh hưởng đến việc học.,other,Khác,low
Hỏi về hoạt động sinh viên lần 6,Em muốn hỏi thêm thông tin về hoạt động ngoại khóa. Em cần xử lý trong tuần này. Tình trạng này ảnh hưởng đến việc học của lớp em.,other,Khác,medium
Yêu cầu hỗ trợ khác lần 6,Em cần nhà trường hỗ trợ một vấn đề chưa có trong danh mục. Nhờ phòng ban kiểm tra giúp em. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,other,Khác,high
Cần tư vấn thông tin chung lần 7,Em chưa biết phản ánh này nên gửi cho phòng ban nào. Hiện tại em vẫn chưa thể sử dụng bình thường.,other,Khác,low
Hỏi về hoạt động sinh viên lần 7,Em muốn hỏi thêm thông tin về hoạt động ngoại khóa. Cảm ơn bộ phận hỗ trợ. Tình trạng này ảnh hưởng đến việc học của lớp em.,other,Khác,medium
Yêu cầu hỗ trợ khác lần 7,Em cần nhà trường hỗ trợ một vấn đề chưa có trong danh mục. Mong được hỗ trợ sớm. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,other,Khác,high
Cần tư vấn thông tin chung lần 8,Em chưa biết phản ánh này nên gửi cho phòng ban nào. Vấn đề xảy ra từ hôm qua.,other,Khác,low
Hỏi về hoạt động sinh viên lần 8,Em muốn hỏi thêm thông tin về hoạt động ngoại khóa. Nhiều bạn trong lớp cũng gặp tình trạng tương tự. Tình trạng này ảnh hưởng đến việc học của lớp em.,other,Khác,medium
Yêu cầu hỗ trợ khác lần 8,Em cần nhà trường hỗ trợ một vấn đề chưa có trong danh mục. Em đã thử lại nhiều lần nhưng chưa được. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,other,Khác,high
Cần tư vấn thông tin chung lần 9,Em chưa biết phản ánh này nên gửi cho phòng ban nào. Nếu cần thêm thông tin em có thể bổ sung.,other,Khác,low
Hỏi về hoạt động sinh viên lần 9,Em muốn hỏi thêm thông tin về hoạt động ngoại khóa. Tình trạng này ảnh hưởng đến việc học. Tình trạng này ảnh hưởng đến việc học của lớp em.,other,Khác,medium
Yêu cầu hỗ trợ khác lần 9,Em cần nhà trường hỗ trợ một vấn đề chưa có trong danh mục. Em cần xử lý trong tuần này. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,other,Khác,high
Cần tư vấn thông tin chung lần 10,Em chưa biết phản ánh này nên gửi cho phòng ban nào. Nhờ phòng ban kiểm tra giúp em.,other,Khác,low
Hỏi về hoạt động sinh viên lần 10,Em muốn hỏi thêm thông tin về hoạt động ngoại khóa. Hiện tại em vẫn chưa thể sử dụng bình thường. Tình trạng này ảnh hưởng đến việc học của lớp em.,other,Khác,medium
Yêu cầu hỗ trợ khác lần 10,Em cần nhà trường hỗ trợ một vấn đề chưa có trong danh mục. Cảm ơn bộ phận hỗ trợ. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,other,Khác,high
